Country_Code,Indicator_Name,Indicator_Code,2010,2011,2012,2013,2014,2015
AUS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
FSM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.892,0.891,0.89,0.89,0.89,0.89
VEN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.927,0.928,0.929,0.931,0.931,0.931
CIV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.807,0.809,0.812,0.815,0.818,0.819
MWI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.81,0.829,0.847,0.865,0.884,0.902
HTI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.593,0.589,0.585,0.58,0.575,0.577
PRI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,
LKA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.911,0.922,0.933,0.945,0.956,0.956
IMY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,
PAN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.931,0.934,0.937,0.941,0.944,0.947
PLW,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.952,0.953,,,,
GHA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.831,0.843,0.854,0.865,0.876,0.887
BOL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.869,0.877,0.885,0.892,0.9,0.9
LUX,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
IRQ,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.851,0.856,0.861,0.865,0.866,0.866
MKD,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.994,0.994,0.994,0.994,0.994,0.994
SLV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.901,0.909,0.916,0.924,0.931,0.938
GUY,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.942,0.951,0.959,0.967,0.975,0.983
GEO,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.968,0.976,0.983,0.99,0.996,1
SMR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,
BEL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
LAO,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.675,0.695,0.715,0.735,0.755,0.757
OMN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.917,0.925,0.933,0.933,0.934,0.934
CZE,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
AZE,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.828,0.836,0.845,0.853,0.862,0.87
SEN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.748,0.756,0.763,0.77,0.778,0.785
HKG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,,,,,,
QAT,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
SOM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.314,0.317,,,,
NZL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
BIH,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.992,0.994,0.995,0.997,0.999,0.999
COG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.743,0.748,0.753,0.758,0.763,0.765
JAM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.937,0.938,0.938,0.938,0.938,0.938
CYP,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
MUS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.997,0.998,0.998,0.999,0.999,0.999
CYM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.967,0.97,0.974,0.974,0.974,0.974
USA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.991,0.991,0.991,0.992,0.992,0.992
TON,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.992,0.993,0.994,0.995,0.996,0.996
SUR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.939,0.944,0.948,0.948,0.948,0.948
ASM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
GRL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
SWE,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
MYS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.973,0.977,0.979,0.98,0.982,0.982
CPV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.889,0.896,0.903,0.91,0.917,0.917
PNG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.391,0.395,0.399,0.399,0.4,0.4
ETH,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.478,0.497,0.516,0.535,0.554,0.573
MNG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.629,0.633,0.637,0.64,0.642,0.644
DZA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.857,0.853,0.849,0.845,0.84,0.836
KEN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.6,0.608,0.616,0.623,0.631,0.632
TMP,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.682,0.697,0.712,0.714,0.717,0.719
SGP,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1,1,1,1,1,1
LBR,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.711,0.72,0.729,0.738,0.747,0.756
ABW,Improved water source (% of population with access),SH.H2O.SAFE.ZS,0.974,0.978,0.981,0.981,0.981,0.981
PRI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
ECU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.888888889,0.888888889,0.878787879,0.838383838,0.787878788
KOR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,1,1,1,1,0.98989899
MKD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.96969697,0.98989899,0.97979798,0.97979798,0.929292929
VUT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.626262626,0.636363636,0.646464646,0.646464646,0.646464646,0.646464646
BDI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.96969697,0.96969697,0.96969697,0.95959596,0.949494949
CMR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.848484848,0.828282828,0.858585859,0.898989899,0.878787879,0.848484848
NRU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,0.797979798,0.878787879,0.95959596,0.919191919
HUN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
SUR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.868686869,0.868686869,0.848484848,0.868686869,0.858585859,0.898989899
ROM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.96969697,0.96969697,0.96969697,0.949494949,0.909090909
SVN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
NLD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,0.202020202,0.202020202,0.515151515,0.929292929,0.949494949
FIN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
NER,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.707070707,0.757575758,0.717171717,0.676767677,0.686868687,0.656565657
KAZ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,0.95959596,1,0.95959596,0.98989899
URY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.95959596,0.95959596,0.949494949,0.95959596,0.95959596
BGR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.96969697,0.95959596,0.95959596,0.95959596,0.929292929
MWI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.939393939,0.97979798,0.96969697,0.898989899,0.919191919,0.888888889
SLV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.898989899,0.929292929,0.929292929,0.939393939,0.919191919
SSD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,0.313131313
CHL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.929292929,0.949494949,0.909090909,0.909090909,0.95959596,0.97979798
SYC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,0.98989899
SVK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,0.98989899,0.97979798,0.96969697
BHR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,0.98989899,0.98989899
GUY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.939393939,0.97979798,0.98989899,0.98989899,0.95959596
RUS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.97979798,0.97979798,0.97979798,0.97979798,0.97979798
MDV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.96969697,1,1,1,1
CAF,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.454545455,0.474747475,0.474747475,0.232323232,0.474747475,0.474747475
ERI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.96969697,0.949494949,0.949494949,0.949494949,0.95959596
ETH,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.626262626,0.656565657,0.696969697,0.727272727,0.777777778,0.868686869
HND,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.919191919,0.888888889,0.878787879,0.858585859,0.858585859
MLI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.727272727,0.666666667,0.686868687,0.717171717,0.777777778,0.686868687
FJI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,1
NIC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.98989899,0.98989899,0.98989899,0.98989899,0.98989899
YEM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.747474747,0.686868687,0.676767677,0.737373737,0.737373737,0.696969697
CPV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.909090909,0.949494949,0.939393939,0.95959596,0.939393939
TUN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.98989899,0.97979798,0.98989899,0.98989899,0.98989899
HKG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
EGY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.96969697,0.939393939,0.97979798,0.949494949,0.939393939
ARE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,0.949494949,0.949494949,0.949494949,0.949494949,0.949494949
BHS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.95959596,0.96969697,0.97979798,0.96969697,0.95959596
GNB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.808080808,0.808080808,0.808080808,0.808080808,0.808080808,0.808080808
NPL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.828282828,0.929292929,0.909090909,0.929292929,0.929292929,0.919191919
QAT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.939393939,0.929292929,1,0.898989899,1
LCA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,1,0.98989899,1,1,1
MDG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.707070707,0.737373737,0.707070707,0.747474747,0.737373737,0.696969697
GNQ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,0.202020202,0.161616162
GBR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
PRT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.97979798,0.98989899,0.98989899,0.98989899,0.98989899
MYS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.96969697,0.97979798,0.96969697,0.96969697,1
KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.96969697,0.949494949,0.939393939,0.929292929,0.898989899
KIR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.919191919,0.95959596,0.949494949,0.95959596,0.757575758,0.878787879
POL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.98989899,0.97979798,0.96969697,0.96969697,0.96969697
BFA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.919191919,0.919191919,0.909090909,0.888888889,0.919191919,0.919191919
ABW,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
ARM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,0.95959596,0.95959596,0.95959596,0.939393939,0.949494949
AUS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.929292929,0.929292929,0.919191919,0.919191919,0.919191919,0.939393939
SWZ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.919191919,0.95959596,0.98989899,0.98989899,0.98989899
AZE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.808080808,0.848484848,0.888888889,0.939393939,0.949494949,0.96969697
EST,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,0.949494949,0.949494949,0.939393939,0.939393939,0.919191919
NZL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.95959596,0.939393939,0.939393939,0.939393939,0.929292929
TUR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.96969697,0.97979798,0.97979798,0.96969697,0.96969697
AUT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.868686869,0.898989899,0.929292929,0.95959596,0.98989899,0.98989899
SRB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.949494949,0.97979798,0.919191919,0.929292929,0.949494949
MAC,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
TJK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.939393939,0.96969697,0.949494949,0.96969697,0.97979798,0.96969697
KHM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.888888889,0.868686869,0.838383838,0.888888889,0.898989899
KSV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
ARG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,0.919191919,0.919191919,0.949494949,0.949494949,0.949494949
CYM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
NCL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
THA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.98989899,0.98989899,1,1,1
CAN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.565656566,0.707070707,0.707070707,0.555555556,0.555555556,0.555555556
TCD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.393939394,0.333333333,0.454545455,0.484848485,0.464646465,0.555555556
NAM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.838383838,0.828282828,0.848484848,0.898989899,0.888888889,0.929292929
HTI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,0.686868687,0.484848485,0.606060606
ISL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
FRO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
PRK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.939393939,0.949494949,0.96969697,0.939393939,0.939393939,0.96969697
FSM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.888888889,0.838383838,0.828282828,0.838383838,0.818181818,0.787878788
NOR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
ITA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.96969697,0.96969697,0.96969697,0.95959596,0.939393939
LVA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.919191919,0.898989899,0.909090909,0.949494949,0.929292929,0.949494949
BLR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.98989899,0.97979798,0.98989899,0.97979798,1
GEO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.898989899,0.929292929,0.96969697,0.919191919,0.949494949
CUW,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
JPN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
BTN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.919191919,0.95959596,0.97979798,0.97979798,1,1
MAR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.98989899,1,1,1,1
LIE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
ADO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,1,0.97979798,0.949494949,0.96969697,0.949494949
SWE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,0.424242424,0.535353535,0.535353535,0.535353535,0.535353535
MCO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,1
MRT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.646464646,0.757575758,0.808080808,0.808080808,0.848484848,0.737373737
TMP,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.727272727,0.676767677,0.838383838,0.828282828,0.777777778,0.767676768
CIV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.858585859,0.626262626,0.828282828,0.808080808,0.767676768,0.838383838
CRI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.848484848,0.919191919,0.949494949,0.919191919,0.929292929
COM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.747474747,0.838383838,0.868686869,0.838383838,0.808080808,0.808080808
JAM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,0.929292929,0.96969697,0.939393939,0.929292929,0.919191919
MDA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.96969697,0.949494949,0.919191919,0.929292929,0.888888889
GAB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.676767677,0.757575758,0.828282828,0.797979798,0.707070707,0.808080808
BRA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.98989899,0.96969697,0.96969697,0.96969697,0.96969697
ALB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,0.98989899,0.98989899
DJI,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.888888889,0.878787879,0.818181818,0.828282828,0.787878788,0.848484848
UGA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.808080808,0.828282828,0.787878788,0.787878788,0.787878788,0.787878788
PER,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.939393939,0.919191919,0.95959596,0.888888889,0.888888889,0.909090909
LSO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.939393939,0.96969697,0.95959596,0.939393939,0.939393939,0.939393939
WSM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.575757576,0.585858586,0.646464646,0.606060606,0.565656566,0.595959596
GUM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
BRB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.868686869,0.919191919,0.878787879,0.919191919,0.949494949,0.97979798
KNA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.98989899,0.98989899,0.97979798,0.98989899,0.949494949
BEL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.97979798,0.98989899,0.98989899,0.98989899,0.98989899
BLZ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.95959596,0.98989899,0.95959596,0.95959596,0.949494949
TON,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.828282828,0.828282828,0.777777778,0.828282828,0.828282828,0.828282828
LKA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,1
MEX,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.939393939,0.98989899,1,0.828282828,0.848484848,0.828282828
PNG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.565656566,0.616161616,0.636363636,0.686868687,0.626262626,0.626262626
CZE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,0.97979798
SOM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,0.424242424,0.424242424,0.424242424
LAO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.747474747,0.787878788,0.797979798,0.878787879,0.888888889,0.898989899
PAK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.828282828,0.747474747,0.727272727,0.727272727,0.727272727,0.727272727
MUS,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,0.98989899,0.98989899,0.98989899,0.97979798,0.97979798
ZWE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.949494949,0.97979798,0.95959596,0.919191919,0.878787879
STP,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.96969697,0.96969697,0.97979798,0.95959596,0.96969697
ASM,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
LBY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,0.98989899,0.98989899,0.96969697,0.949494949,0.949494949
MNE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.919191919,0.909090909,0.909090909,0.878787879,0.828282828
IRQ,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.727272727,0.777777778,0.616161616,0.666666667,0.626262626,0.565656566
IRN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,0.98989899,1,1,0.98989899
IRL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.464646465,0.95959596,0.95959596,0.95959596,0.95959596,0.95959596
GIN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.646464646,0.636363636,0.626262626,0.636363636,0.515151515,0.515151515
BIH,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.888888889,0.929292929,0.919191919,0.898989899,0.828282828
GRD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.949494949,0.97979798,0.97979798,0.97979798,0.929292929
USA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.929292929,0.919191919,0.909090909,0.919191919,0.929292929,0.929292929
SDN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.757575758,0.939393939,0.929292929,0.939393939,0.949494949,0.939393939
SMR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.787878788,0.868686869,0.96969697,0.696969697,0.808080808,0.757575758
DEU,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
UZB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,1
COD,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.606060606,0.747474747,0.757575758,0.747474747,0.808080808,0.818181818
BWA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.95959596,0.95959596,0.95959596,0.95959596,0.95959596
GMB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.96969697,0.98989899,0.97979798,0.96969697,0.97979798
DNK,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,
SYR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.848484848,0.666666667,0.434343434,0.717171717,0.474747475,0.414141414
OMN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.98989899,1,0.97979798,0.97979798,0.98989899,1
PRY,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.898989899,0.898989899,0.878787879,0.868686869,0.878787879,0.939393939
IDN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.838383838,0.818181818,0.838383838,0.858585859,0.818181818,0.818181818
COG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.747474747,0.808080808,0.797979798,0.858585859,0.909090909,0.808080808
VEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.787878788,0.787878788,0.818181818,0.828282828,0.787878788,0.878787879
RWA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.97979798,0.98989899,0.98989899,0.98989899,0.98989899
TTO,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.909090909,0.909090909,0.929292929,0.929292929,0.929292929,0.909090909
NGA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.494949495,0.464646465,0.424242424,0.454545455,0.494949495,0.565656566
HRV,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.97979798,0.97979798,0.98989899,0.96969697,0.95959596,0.949494949
BOL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.919191919,0.95959596,0.939393939,0.949494949,0.98989899,1
IND,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.383838384,0.444444444,0.737373737,0.707070707,0.797979798,0.878787879
MNG,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,1,1,0.98989899,1,1
CHN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,1,1,1,1,1,1
BRN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.939393939,1,0.98989899,1,1
LBN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818,0.818181818
FRA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.656565657,0.747474747,0.787878788,0.747474747,0.838383838,0.838383838
LBR,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.474747475,0.777777778,0.808080808,0.767676768,0.505050505,0.525252525
CUB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697
DZA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.95959596,0.95959596,0.95959596,0.95959596,0.95959596,0.95959596
PAN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.949494949,0.878787879,0.858585859,0.808080808,0.808080808,0.737373737
PHL,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.777777778,0.767676768,0.707070707,0.949494949,0.797979798,0.606060606
MLT,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.757575758,0.828282828,0.939393939,0.949494949,0.909090909,0.95959596
